# Program   Filename    Redshift    Galaxy  Type    Sigma   Priority    Run_Id
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1211883.fits 0.0500  PGC1211883f Unk /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1211883.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1071534.fits 0.0942  PGC1071534f S0-a    /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1071534.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1136122.fits 0.0639  PGC1136122f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1136122.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1115312.fits 0.0500  PGC1115312f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1115312.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC191062.fits  0.0493  PGC191062f  S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC191062.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC170383.fits  0.0267  PGC170383f  E   /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC170383.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC067849.fits  0.0270  PGC067849f  E   /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC067849.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC091724.fits  0.0274  PGC091724f  Sd  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC091724.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1094258.fits 0.0274  PGC1094258f E?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1094258.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1227505.fits 0.0500  PGC1227505f Unk /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1227505.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC067858.fits  0.0270  PGC067858f  Sb  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC067858.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_NGC7181.fits    0.0262  NGC7181f    S0  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_NGC7181.fits 0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC191147.fits  0.0500  PGC191147f  S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC191147.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_NGC7182.fits    0.0268  NGC7182f    S0-a    /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_NGC7182.fits 0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1162816.fits 0.0641  PGC1162816f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1162816.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1092847.fits 0.0493  PGC1092847f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1092847.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_UGC11876.fits   0.0134  UGC11876f   Sc  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_UGC11876.fits    0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_NGC7189.fits    0.0303  NGC7189f    SBb /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_NGC7189.fits 0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_IC1425.fits 0.0322  IC1425f E   /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_IC1425.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC191161.fits  0.0267  PGC191161f  S0-a    /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC191161.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC067958.fits  0.0264  PGC067958f  Sa  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC067958.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1069967.fits 0.0500  PGC1069967f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1069967.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC067969.fits  0.0327  PGC067969f  Sbc /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC067969.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1237767.fits 0.0500  PGC1237767f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1237767.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC067982.fits  0.0425  PGC067982f  S0-a    /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC067982.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_IC1428.fits 0.0410  IC1428f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_IC1428.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC091726.fits  0.0330  PGC091726f  Sc  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC091726.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC067998.fits  0.0411  PGC067998f  S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC067998.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_SDSSJ220458.71-002752.1.fits    0.0158  SDSSJ220458.71-002752.1f    Unk /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_SDSSJ220458.71-002752.1.fits 0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_NGC7198.fits    0.0160  NGC7198f    S0  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_NGC7198.fits 0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC191315.fits  0.0318  PGC191315f  S0-a    /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC191315.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC191337.fits  0.0311  PGC191337f  S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC191337.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1156494.fits 0.0500  PGC1156494f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1156494.fits  0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1SDSSuNOCONV_PGC1237186.fits 0.0500  PGC1237186f S?  /home/ec2-user/galaxies/POGSSNR_PS1SDSSuNOCONV_PGC1237186.fits  0   1
