                  objname |  al2000*15. |     de2000 |     vvir |     6.*10^logd25 |   incl |  type |
  ESO264-050              |  163.619097 |  -46.21148 |     5666 | 70.3317228595433 |   59.1 | SBab  |
  NGC3445                 | 163.6488015 |   56.98981 |     2248 | 84.5573373750344 |   27.9 | SABm  |
  NGC3435                 | 163.7014995 |   61.28989 |     5402 | 105.232819942877 |   50.2 | Sb    |
  NGC3462                 |  163.837833 |    7.69672 |     6475 | 105.475417995597 |   58.5 | S0    |
  PGC032846               | 163.9549635 |   -9.85996 |     8255 | 69.3667287432316 |   45.7 | Sc    |
  NGC3466                 | 164.0642775 |    9.75422 |     9942 | 60.2769438428993 |   59.7 | SBab  |
  NGC3469                 | 164.2403745 |  -14.30052 |     4567 | 93.3579446615098 |   50.1 | Sab   |
  ESO569-024              |  164.249916 |  -20.16870 |     3602 | 81.4988098376268 |   21.7 | Sbc   |
  ESO215-008              | 164.2738155 |  -48.66123 |     4648 |  64.886042919733 |   47.5 | S0    |
  ESO264-054              |  164.377167 |  -45.34425 |       -  | 60.9749172875756 |   18.8 | SBa   |
  ESO502-005              |  164.404137 |  -25.42770 |     3728 | 76.0591198013849 |   57.0 | S0-a  |
  PGC032950               |  164.426907 |   37.65457 |    10733 | 68.8892082133164 |   50.5 | E-SO  |
  PGC032955               | 164.4479775 |  -47.84278 |     5554 | 71.8044235215795 |   54.6 | E-SO  |
  ESO569-029              | 164.5006005 |  -18.42770 |    11144 | 63.1177059151368 |   35.5 | Sbc   |
  NGC3473                 | 164.5216245 |   17.12447 |     9194 | 63.1177059151368 |   38.9 | SBb   |
  NGC3476                 | 164.5315755 |    9.27605 |    10371 | 60.6947665891908 |   38.6 | E     |
  IC0658                  |  164.567727 |    8.24157 |    10439 |  64.886042919733 |   50.2 | E     |
  NGC3475                 | 164.6049015 |   24.22637 |     6544 | 67.7877507123935 |   56.1 | Sa    |
  NGC3482                 |  164.642895 |  -46.58385 |     2701 | 110.956106905371 |   46.0 | SBa   |
  NGC3470                 |  164.687052 |   59.51069 |     6791 | 81.6866703647081 |   33.4 | Sab   |
  NGC3479                 | 164.7312255 |  -14.96140 |     4467 | 91.8652355972191 |   47.4 | Sbc   |
  PGC467209               | 164.7486045 |  -50.36519 |     5426 | 61.3975781886058 |   31.4 | S?    |
  NGC3483                 | 164.7507915 |  -28.47694 |     3410 | 107.436356432385 |   47.5 | S0    |
  PGC033080               | 164.8175415 |   -9.79412 |     8118 |  70.008582096846 |   58.2 | SABb  |
  PGC033116               |  164.936889 |   17.64960 |     9089 | 81.4988098376268 |   51.3 | Sa    |
  SDSSJ105959.70+500320.9 |  164.998713 |   50.05584 |      173 |  63.263214061317 |   42.6 |       |
  PGC2267160              |  165.055938 |   45.57409 |       -  |  65.788685989933 |   55.2 |       |
  SDSSJ110014.52+453029.3 |  165.060741 |   45.50825 |      217 | 95.0936019885456 |   45.7 |       |
  SDSSJ110038.00+234034.1 | 165.1582305 |   23.67613 |      107 | 69.8475593105592 |   16.6 |       |
  IC0664                  | 165.1890015 |   10.55327 |    10169 | 112.499670978125 |   57.8 | E-SO  |
  UGC06093                | 165.1997535 |   10.72793 |    10855 | 71.9699575568027 |   37.7 | Sbc   |
  PGC033211               |  165.249417 |  -14.03877 |     3937 | 66.5504823394758 |   31.7 | S0-a  |
  PGC033229               | 165.2971395 |   12.47497 |     8141 | 65.0356098428257 |   40.7 | SABb  |
  PGC033224               | 165.3026025 |   16.72433 |     8699 | 65.1855394210117 |   49.4 | S0-a  |
  PGC126723               |  165.412425 |   30.60800 |     1821 | 111.725223292987 |    0.0 | Sm    |
  UGC06102                |  165.451503 |   28.68981 |      833 | 63.4090576541091 |   41.9 | I     |
  PGC033306               | 165.5842575 |  -14.13634 |     4529 | 67.3210998665425 |   33.5 | SBa   |
  PGC033312               | 165.5887815 |    8.48772 |    14914 | 73.9862833325593 |   55.7 | E-SO  |
  UGC06107                | 165.5997315 |   38.50505 |     8730 |  62.251709596865 |   27.0 | S0-a  |
  ESO169-005              | 165.6309345 |  -53.64270 |     3686 | 77.8307625827011 |   57.4 | S0-a  |
  UGC06109                |  165.645531 |   50.58241 |     6894 | 62.8277101237661 |   37.7 | SABc  |
  PGC033350               |   165.71478 |   36.78347 |     7580 | 62.8277101237661 |   30.8 | SBab  |
  PGC033342               |  165.734376 |   50.65931 |     6367 | 68.5726951182495 |    0.0 | E     |
  PGC2800967              |  165.752469 |   31.97126 |    17445 | 62.5390467249118 |   27.7 | S0-a  |
  PGC033363               | 165.7677405 |   64.77416 |    11110 |  61.823168855599 |   39.3 | E     |
  NGC3523                 |  165.776334 |   75.11575 |     7398 | 68.5726951182495 |   32.7 | Sbc   |
  SDSSJ110310.51+275851.0 |  165.793839 |   27.98090 |     1752 | 84.3628518183023 |   57.7 |       |
  PGC033373               |  165.795849 |   41.70510 |     9417 | 71.6392898860756 |   53.1 | E     |
  NGC3506                 | 165.8040825 |   11.07641 |     6454 | 69.8475593105592 |   26.9 | Sc    |
  NGC3514                 | 165.9995325 |  -18.78057 |     3718 | 73.1393701536062 |   36.5 | SABc  |
  NGC3512                 | 166.0133295 |   28.03625 |     1504 | 95.3127994740945 |   31.1 | Sc    |
  PGC033449               |  166.134102 |   17.12792 |    13116 | 60.6947665891908 |   51.2 | S?    |
  SDSSJ110439.61+274325.9 |  166.165035 |   27.72397 |     2689 | 79.0954051818188 |   49.8 |       |
  PGC033469               | 166.1722995 |   -1.54172 |     5446 | 75.5355288543923 |    0.0 | E     |
  UGC06133                |    166.2018 |   64.00000 |     3640 | 91.0230208482866 |    0.0 | IAB   |
  PGC033534               |  166.391925 |   60.36850 |       -  | 65.0356098428257 |   37.9 |       |
  PGC033535               | 166.4119995 |   -9.92386 |     7827 | 102.364941766694 |   33.1 | E-SO  |
  PGC033555               |  166.466565 |   -9.70275 |     7159 | 75.8841805149985 |   49.6 | SABb  |
  UGC06151                |  166.484439 |   19.82534 |     1426 | 91.0230208482866 |   19.2 | SABm  |
  SDSSJ110602.56+042555.4 | 166.5105525 |    4.43208 |       -  | 77.2949756475874 |   50.0 |       |
  PGC033582               | 166.5964245 |   58.15390 |    14870 | 60.8346890220673 |   55.3 | S?    |
  UGC06157                | 166.6050075 |   17.50798 |     3036 | 75.3617938499759 |   51.6 | SABd  |
  ESO215-023              |  166.684083 |  -48.48381 |     2600 | 65.3357967047452 |   55.0 | S0-a  |
  PGC170110               | 166.6894695 |   -4.07223 |    11689 | 61.3975781886058 |   56.4 | E     |
  NGC3516                 |   166.69779 |   72.56854 |     2868 |  114.85534112514 |   36.9 | S0    |
  PGC033624               |  166.704828 |   45.96456 |     7678 | 67.7877507123935 |   43.9 | E     |
  UGC06163                |  166.713255 |   23.01625 |     6472 | 61.1154855647233 |   49.7 | Sa    |
  UGC06162                | 166.7278755 |   51.20336 |     2426 | 119.991711914473 |   59.5 | SABc  |
  PGC033626               | 166.7385705 |   -5.60529 |    10660 | 60.9749172875756 |   41.7 | SABb  |
  UGC06166                |   166.78644 |   28.59251 |    10303 | 61.6809728760769 |   50.8 | Sbc   |
  NGC3527                 |  166.825806 |   28.52774 |    10201 | 70.6563551529841 |   33.7 | Sa    |
  NGC3529                 |  166.829649 |  -19.55560 |     3649 |  66.397431558559 |   35.5 | SBb   |
  IC0670                  |  166.870008 |    6.71428 |     8755 | 66.8576797966383 |   34.9 | E-SO  |
  IC0671                  |  166.881693 |    0.78314 |    11836 | 72.6358787618945 |   40.2 | SABb  |
  PGC033697               |  166.923681 |   13.02567 |    10557 | 66.8576797966383 |   56.9 | S0-a  |
  UGC06181                | 166.9443405 |   19.54953 |     1263 | 62.3952041951282 |   55.7 | I     |
  PGC033730               |  166.973316 |   66.60471 |    10158 | 76.2344414577833 |   50.2 | Sc    |
  UGC06183                |  166.995765 |   35.46321 |     8780 | 66.5504823394758 |   59.6 | SABb  |
  ESO377-012              | 167.0824785 |  -37.62384 |     3298 | 83.7820979837867 |   45.4 | SBab  |
  PGC033752               |  167.110563 |  -10.25599 |     8133 | 80.9377720668364 |   28.8 | Sab   |
  PGC033753               |  167.111715 |  -10.25776 |       -  | 83.7820979837867 |   27.9 |       |
  NGC3541                 | 167.1340935 |  -10.49170 |     6222 | 78.0101680011491 |   24.8 | SABc  |
  UGC06194                |  167.252535 |   22.92953 |     2753 | 83.3971591547334 |   15.2 | Sc    |
  ESO063-006              |   167.26335 |  -68.57880 |     4070 | 64.7368021965369 |   33.1 | SBb   |
  PGC033798               |  167.283609 |   26.62753 |    11432 |  71.474516400889 |   52.4 | S0    |
  NGC3540                 |  167.317041 |   36.02113 |     6560 | 79.4604882729311 |   29.3 | S0    |
  ESO502-020              | 167.3415675 |  -22.87530 |     1271 | 82.6325792023437 |   45.6 | SABc  |
  UGC06198                |  167.357619 |   29.56940 |    10573 | 63.1177059151368 |   52.1 | S0    |
  ESO265-009              | 167.3932365 |  -46.74918 |     6099 | 63.4090576541091 |   28.2 | S0    |
  PGC033880               | 167.5094805 |   63.64201 |    10086 | 63.7017367891317 |   32.4 | E     |
  NGC3545A                |  167.551017 |   36.96473 |     9126 | 69.6869260120192 |    0.0 | E-SO  |
  ESO063-008              |   167.57775 |  -69.24203 |     2974 | 68.7307789015647 |   49.3 | Sc    |
  NGC3550                 |  167.660382 |   28.76771 |    10655 | 64.2911540789165 |   21.3 | S0    |
  NGC3559                 |  167.688372 |   12.01603 |     3299 | 90.1885274716306 |   54.0 | Sc    |
  UGC06222                | 167.7687345 |   34.56975 |     2120 | 65.1855394210117 |    0.0 | I     |
  NGC3561                 |  167.805033 |   28.69640 |     8748 | 102.837430772544 |    0.0 | S0-a  |
  PGC034006               |  167.818926 |   -9.97083 |     7730 | 95.7527376901586 |   25.4 | SABc  |
  ESO215-032              |  167.843469 |  -48.01992 |     4109 | 69.0480216688057 |   56.9 | S0    |
  NGC3563                 | 167.8551135 |   26.96358 |    10172 | 67.9440249273205 |   51.1 | S0    |
  UGC06228                | 167.8993665 |   56.52693 |     3290 | 66.5504823394758 |   27.6 | Sc    |
  PGC034072               |  167.990166 |  -16.93042 |     4311 | 61.3975781886058 |   26.1 | SABc  |
  NGC3570                 |  168.013905 |   27.58973 |    10666 | 63.4090576541091 |   23.6 | S0    |
  NGC3569                 | 168.0337245 |   35.45200 |     7635 | 69.0480216688057 |   25.4 | S0    |
  ESO377-024              |  168.139011 |  -36.42506 |     2761 | 85.1434415790158 |   43.1 | Sc    |
  IC0676                  |  168.165885 |    9.05580 |     1461 | 110.700933415827 |   51.7 | S0-a  |
  UGC06248                | 168.2158545 |   10.20003 |     1337 | 66.8576797966383 |   42.5 | IAB   |
  PGC034146               |   168.28293 |  -34.91061 |    14323 | 67.7877507123935 |   59.9 | S?    |
  UGC06250                | 168.2934705 |   27.81804 |     9467 | 77.8307625827011 |   54.4 | E-SO  |
  UGC06249                |  168.335808 |   59.90785 |     1305 | 92.9290093786075 |   15.9 | Sc    |
  ESO377-028              |  168.417468 |  -33.82078 |     3011 |  64.886042919733 |   59.6 | Sbc   |
  NGC3577                 | 168.4370355 |   48.27266 |     5548 | 69.3667287432316 |   31.7 | Sa    |
  NGC3591                 | 168.5135835 |  -14.08722 |     5428 | 73.4769819595588 |   59.2 | S0-a  |
  UGC06266                |  168.638973 |   43.23592 |     2399 | 64.4393674290403 |   57.5 | SBm   |
  PGC034251               | 168.6740325 |   57.82534 |     8605 |  62.251709596865 |   56.2 | S?    |
  NGC3597                 | 168.6749325 |  -23.72777 |     3385 | 89.3616601493482 |   51.4 | S0-a  |
  PGC034295               |  168.792204 |   61.11026 |    17213 | 65.6373871651568 |   56.2 | E?    |
  NGC3598                 |  168.798591 |   17.26281 |     6234 | 96.4164686173752 |   47.6 | E-SO  |
  PGC034313               | 168.8205825 |  -13.73305 |     4539 | 78.9134823068884 |   43.0 | S0    |
  SDSSJ111523.25+555826.6 | 168.8469675 |   55.97409 |       -  | 61.9656926460431 |   42.1 |       |
  IC2666                  |  168.932403 |   13.78218 |     7553 | 64.2911540789165 |   53.0 | S0-a  |
  UGC06287                | 169.0265775 |   23.91058 |     6377 | 60.1383207555508 |   46.4 | I     |
  IC2674                  |  169.034472 |   11.04837 |     5927 | 67.0117914823311 |   56.1 | Sc    |
  NGC3594                 | 169.0582275 |   55.70431 |    10167 | 74.8430032945237 |   36.6 | S0    |
  NGC3606                 |  169.065051 |  -33.82750 |     2845 | 95.5325284480431 |   27.9 | E     |
  ESO215-039              |  169.267581 |  -49.20139 |     4136 | 80.0112859297994 |   51.0 | SABc  |
  ESO438-018              |  169.388631 |  -27.89571 |     7047 | 62.6832208614854 |   53.3 | Sbc   |
  UGC06303                |  169.390176 |   36.06403 |     7902 | 71.1461250462605 |   28.8 | SBc   |
  PGC034493               | 169.4091675 |   17.81811 |     1376 | 75.1884790820799 |   40.6 | S0    |
  UGC06309                |  169.443636 |   51.47662 |     3078 | 78.3702634414875 |   48.8 | SBc   |
  NGC3609                 | 169.4608635 |   26.62585 |     8229 |  70.008582096846 |   35.7 | SABa  |
  UGC06311                |  169.479042 |   -2.09194 |     7400 | 76.7628770694975 |   40.1 | SABc  |
  ESO216-003              |  169.562271 |  -48.74576 |     4140 |  114.85534112514 |   41.8 | S0-a  |
  UGC06320                | 169.5721155 |   18.84708 |     1217 | 80.7516116678723 |   22.0 | Sd    |
  SDSSJ111818.01+185039.8 |  169.575195 |   18.84436 |       -  | 61.6809728760769 |   41.1 |       |
  ESO265-022              |  169.678605 |  -46.67772 |     5361 | 90.3964184131213 |   21.0 | SBa   |
  ESO438-020              | 169.7228205 |  -29.42439 |     8932 | 61.6809728760769 |   55.6 | Sb    |
  UGC06332                |  169.819287 |   20.81357 |     6325 | 69.5266430487291 |   35.2 | Sa    |
  PGC034634               |  169.823721 |   47.64827 |    10528 | 63.8485738027402 |   18.5 | Sab   |
  PGC034625               |   169.83621 |   -9.86236 |     1647 | 77.8307625827011 |   48.4 | SBd   |
  UGC06334                |  169.876857 |   28.65196 |     6415 | 77.6517484407983 |   58.7 | S0-a  |
  PGC170126               |  169.895583 |   -5.40300 |     8916 | 65.9403516691467 |   47.8 | Sb    |
  UGC06335                | 169.9410615 |   59.28050 |     3172 | 94.8748825645603 |   21.3 | Sc    |
  UGC06342                | 170.0331345 |   30.50012 |     7258 | 61.3975781886058 |   59.2 | E-SO  |
  PGC034689               |  170.039358 |   -3.05691 |     7710 | 73.3079817026087 |   43.2 | Sc    |
  ESO570-019              | 170.0504775 |  -21.47059 |     1237 | 82.8230531480857 |   59.7 | Sc    |
  SDSSJ112017.04+644559.9 | 170.0710485 |   64.76664 |    17400 | 85.9312775416724 |   58.1 |       |
  UGC06344                |  170.096712 |   57.74174 |     2198 | 60.6947665891908 |   44.0 | SBm   |
  NGC3635                 | 170.1305985 |   -9.01377 |     6855 | 80.9377720668364 |    0.0 | SABb  |
  NGC3629                 | 170.1324675 |   26.96329 |     1641 | 105.962264122116 |   51.2 | SABc  |
  PGC034728               | 170.1590175 |   -7.30510 |     3648 | 71.1461250462605 |   54.4 | E-SO  |
  UGC06353                |  170.193345 |   56.69941 |    14458 | 62.6832208614854 |   49.0 | Sb    |
  ESO438-023              |  170.221314 |  -29.40307 |     8787 | 70.1699568354359 |   56.2 | S0-a  |
  PGC034754               | 170.2242465 |   56.94354 |    14322 | 73.8161319220342 |   33.1 | E-SO  |
  PGC034756               | 170.2267935 |   -7.01224 |     6190 | 79.0954051818188 |   59.3 | SABc  |
  NGC3639                 |  170.398737 |   18.45847 |     5529 |  66.092366990216 |   41.6 | Sab   |
  PGC034844               |  170.450424 |   -5.75773 |     8414 | 72.4688329708456 |   51.7 | E     |
  UGC06381                |   170.56875 |   69.12100 |       -  | 81.4988098376268 |   44.6 | Sm    |
  NGC3651                 |  170.609799 |   24.29903 |     7817 | 80.5659015604232 |   52.1 | E     |
  SDSSJ112253.69+163511.7 | 170.7237855 |   16.58670 |       -  | 75.7096435965858 |   45.9 |       |
  NGC3655                 | 170.7279495 |   16.59003 |     1538 | 91.2328603985574 |   47.1 | Sc    |
  UGC06394                |  170.735262 |   34.11147 |    12938 |  74.670881625413 |   42.4 | E     |
  NGC3656                 | 170.9113125 |   53.84212 |     3103 | 89.9810899325515 |   54.0 | S0-a  |
  NGC3662                 | 170.9437455 |   -1.10457 |     5626 | 79.2777474519079 |   57.1 | Sbc   |
  NGC3658                 | 170.9926665 |   38.56242 |     2224 |   103.0745066246 |   25.5 | S0    |
  NGC3663                 | 170.9996535 |  -12.29636 |     4984 | 118.891635385337 |   45.5 | Sbc   |
  UGC06410                |  171.024402 |   45.81106 |     5826 | 69.5266430487291 |   44.2 | SABc  |
  NGC3654                 |  171.044667 |   69.41308 |     1837 | 87.3275423419863 |   57.1 | Sbc   |
  PGC2792907              | 171.0721665 |  -56.28508 |       -  | 76.9398420554059 |   59.1 | Sbc   |
  IC0687                  | 171.0722025 |   47.84754 |    10313 |  64.886042919733 |   24.2 | E     |
  ESO377-041              | 171.0866355 |  -35.01637 |     9160 | 71.8044235215795 |   33.8 | S0    |
  UGC06416                | 171.0920325 |   39.24567 |     2119 | 62.3952041951282 |   56.7 | I     |
  NGC3664                 |  171.101283 |    3.32499 |     1408 | 87.1266851932436 |   57.1 | SBm   |
  PGC035038               | 171.1027545 |   51.23500 |     8379 | 61.2563610861437 |   10.9 | SABb  |
  UGC06421                | 171.1076295 |   27.45627 |     1635 |  66.397431558559 |   58.0 | Sd    |
  UGC06425                |  171.186822 |   23.61495 |     6856 | 72.3021515004541 |   30.2 | Sbc   |
  NGC3670                 | 171.2070495 |   23.94510 |     7199 | 63.7017367891317 |   57.7 | S0-a  |
  PGC2792916              |    171.2145 |  -57.18730 |       -  | 76.9398420554059 |   36.3 | Sc    |
  PGC035073               |  171.220575 |  -13.57236 |     5328 | 97.9831302137496 |   60.0 | Sb    |
  PGC035111               | 171.3458265 |   -9.58656 |     1892 | 73.3079817026087 |   53.8 | S0    |
  NGC3668                 |  171.376821 |   63.44630 |     3698 | 108.930925653399 |   54.5 | Sbc   |
  UGC06435                |  171.396135 |   -0.76828 |     7612 | 70.9824858616729 |   46.0 | S0    |
  NGC3676                 | 171.4063575 |  -11.13967 |     5673 | 60.5551659840007 |   51.5 | E-SO  |
  ESO377-046              | 171.4705005 |  -35.39450 |     9607 | 92.5020194581591 |   45.2 | S0    |
  ESO319-019              |  171.486615 |  -38.05635 |     9809 | 63.4090576541091 |   54.8 | Sbc   |
  PGC035152               |  171.491091 |  -11.78391 |    22900 | 77.6517484407983 |   42.0 | SBcd  |
  UGC06440                |  171.504261 |    1.98413 |     6866 | 66.5504823394758 |   53.5 | SBbc  |
  ESO170-002              |    171.5154 |  -52.77960 |     4970 | 80.7516116678723 |   12.2 | Sc    |
  PGC035171               |  171.547263 |  -72.61537 |     1762 | 93.3579446615098 |   39.2 | I     |
  PGC035176               | 171.5725335 |  -14.28011 |     6553 | 61.3975781886058 |   50.2 | S0-a  |
  NGC3677                 | 171.5739045 |   46.97412 |     7744 | 89.3616601493482 |   32.6 | S0-a  |
  NGC3681                 |  171.624195 |   16.86330 |     1322 | 104.508425943509 |   15.2 | Sbc   |
  UGC06446                | 171.6686115 |   53.74667 |      881 | 85.5364642563528 |   44.2 | Scd   |
  PGC035219               | 171.7359345 |   63.42540 |     3864 | 68.2576362500775 |   44.3 | E     |
  PGC035239               |  171.845349 |  -10.95243 |     5098 | 64.2911540789165 |   47.6 | SBb   |
  NGC3688                 |  171.935091 |   -9.16547 |     6592 |  66.397431558559 |   34.3 | SBb   |
  NGC3691                 |  172.039218 |   16.92044 |     1167 |   89.15614891353 |   47.4 | SBb   |
  NGC3689                 | 172.0460805 |   25.66102 |     2867 | 88.7464945204978 |   50.2 | SABc  |
  UGC06476                |  172.150404 |   23.40446 |     7449 | 64.4393674290403 |   49.4 | Sbc   |
  PGC035338               | 172.1812275 |  -14.11972 |     6483 | 76.2344414577833 |   35.9 | S0-a  |
  UGC06451                |    172.1895 |   79.60070 |       -  | 65.3357967047452 |   55.5 |       |
  ESO378-005              |  172.189554 |  -35.03585 |     2982 | 80.5659015604232 |   50.6 | SABc  |
  PGC086634               |  172.213272 |   18.28267 |     1399 | 60.9749172875756 |   50.9 | I     |
  ESO571-003              |    172.2483 |  -22.48311 |     8076 | 67.6318544991969 |   45.3 | S0-a  |
  ESO266-001              |  172.265514 |  -46.52512 |    10206 | 67.1662768428085 |   59.7 | Sbc   |
  PGC035361               | 172.2818355 |   21.58606 |    13800 | 67.4762982898433 |   58.0 | E     |
  UGC06489                |  172.296099 |   42.52606 |    13522 | 79.2777474519079 |   60.0 | Sbc   |
  UGC06486                | 172.3015875 |   11.86508 |     3295 | 62.6832208614854 |   27.9 | I     |
  UGC06496                |  172.464453 |   24.93744 |     6358 | 68.8892082133164 |   50.4 |       |
  NGC3704                 | 172.5196995 |  -11.54619 |     5259 | 92.9290093786075 |   27.9 | E     |
  NGC3702                 | 172.5561795 |   -8.86279 |     6681 | 77.2949756475874 |   45.5 | SABa  |
  PGC035451               | 172.5719715 |   58.13400 |     1696 | 60.6947665891908 |   31.8 | Sm    |
  IC2889                  |   172.62075 |  -13.09100 |     6217 | 73.3079817026087 |   57.5 | SABc  |
  PGC1009187              |  172.633377 |   -8.04220 |    11003 | 68.7307789015647 |   51.1 | E?    |
  PGC035480               |  172.686498 |  -15.28850 |     6496 | 93.5731413340291 |   39.9 | Sb    |
  PGC891484               | 172.7767275 |  -16.92633 |     1236 | 62.8277101237661 |   45.9 |       |
  UGC06507                |  172.802238 |   34.20295 |     6474 | 60.6947665891908 |   55.6 | Sc    |
  UGC06510                |  172.883673 |   -2.30920 |     4741 | 80.5659015604232 |   34.2 | SABc  |
  NGC3715                 | 172.8846045 |  -14.23121 |     2060 | 73.8161319220342 |   51.0 | SBbc  |
  PGC139592               |  172.913853 |   67.24175 |    16507 | 63.4090576541091 |   53.7 | E?    |
  PGC170153               | 172.9412505 |   -9.67253 |     6479 | 68.8892082133164 |   46.0 | E     |
  NGC3714                 |  172.973349 |   28.35851 |     7301 | 73.9862833325593 |   54.6 | S0    |
  IC2910                  | 172.9779165 |   -9.72511 |     6351 |   76.58631911076 |   52.2 | S0-a  |
  UGC06517                | 173.0101065 |   36.69805 |     2667 |  94.656666204771 |   56.9 | SBbc  |
  PGC035570               | 173.0162415 |   57.43917 |     1812 | 112.499670978125 |   37.3 | SABd  |
  NGC3719                 |  173.056143 |    0.81929 |     5877 | 100.265448307717 |   50.4 | Sbc   |
  NGC3720                 |  173.090196 |    0.80426 |     5924 | 64.2911540789165 |   24.3 | Sab   |
  UGC06520                |  173.117001 |   62.50730 |     3879 | 74.4991353472612 |   56.0 | SBb   |
  NGC3723                 |  173.127159 |   -9.96946 |     6282 | 78.1900084241251 |   39.6 | E-SO  |
  PGC170158               |  173.135019 |  -10.11382 |     6161 | 60.5551659840007 |   53.1 | S0-a  |
  UGC06528                |  173.183454 |   61.82689 |     3503 | 71.1461250462605 |   19.1 | SABc  |
  PGC035638               |  173.204697 |   56.42258 |    15077 |   76.58631911076 |   57.5 | E     |
  UGC06530                |  173.266917 |   72.11083 |    13344 | 69.8475593105592 |   59.4 | Sb    |
  PGC035654               | 173.2712535 |   -4.01309 |    15572 | 67.0117914823311 |   54.5 | E     |
  ESO266-002              |  173.284146 |  -45.87411 |    12268 | 60.6947665891908 |   43.8 | Sab   |
  PGC139607               |  173.311122 |   66.37934 |    34826 | 73.6463516054073 |   57.9 | S?    |
  NGC3725                 | 173.4188505 |   61.88800 |     3570 | 92.5020194581591 |   35.4 | SBc   |
  NGC3730                 | 173.5580025 |   -9.84561 |     1678 | 76.9398420554059 |   33.7 | S0-a  |
  IC0709                  | 173.5607115 |   49.04319 |     9761 | 62.9725497293302 |   39.5 | E     |
  PGC035743               | 173.5701255 |   -9.57597 |     5478 | 85.1434415790158 |   49.4 | S0    |
  NGC3734                 |  173.669517 |  -14.08178 |     9073 | 66.7039042228002 |   30.1 | SABb  |
  ESO320-005              | 173.7323175 |  -38.51750 |       -  |  61.823168855599 |   58.8 | S0-a  |
  ESO504-001              |  173.878668 |  -25.14494 |    11568 | 62.5390467249118 |   37.8 | S0-a  |
  NGC3737                 |  173.901633 |   54.94859 |     6030 | 66.2447145757031 |   35.5 | S0    |
  UGC06566                | 173.9315355 |   58.19238 |     1587 | 62.5390467249118 |   44.8 | SBm   |
  ESO216-021              |  173.949291 |  -49.02907 |     4967 | 79.4604882729311 |   53.5 | Sc    |
  PGC035880               |  174.027588 |   62.24922 |    10080 | 68.7307789015647 |   59.8 | Sc    |
  NGC3740                 |  174.051273 |   59.97649 |     3547 | 75.8841805149985 |   59.4 | Sbc   |
  NGC3763                 |  174.124581 |   -9.84461 |     5837 | 63.9957668522274 |   27.4 | SABc  |
  UGC06576                | 174.1281435 |   47.81718 |    10362 | 69.3667287432316 |   37.4 | S0    |
  PGC035935               |  174.207432 |   -9.56763 |     5879 | 63.9957668522274 |   59.4 | S0    |
  NGC3759                 |  174.225333 |   54.82314 |     5806 | 61.6809728760769 |   24.9 | S0    |
  NGC3759A                | 174.2417685 |   55.16204 |     6014 |  64.886042919733 |   27.3 | Sbc   |
  UGC06586                | 174.2579595 |   15.57063 |     4054 | 64.5879047335007 |   46.0 | SABb  |
  NGC3757                 |  174.262263 |   58.41539 |     1513 | 68.2576362500775 |   45.7 | S0    |
  UGC06593                |  174.342375 |   25.74116 |     3412 | 60.6947665891908 |   46.1 | S0    |
  ESO216-024              | 174.4354245 |  -49.17701 |     4959 | 86.1293552206461 |   17.8 | SABc  |
  PGC036003               | 174.4371255 |   -7.26753 |     9422 | 78.7319994735961 |   20.5 | Sc    |
  NGC3750                 | 174.4651365 |   21.97426 |     9183 | 62.9725497293302 |   59.6 | E-SO  |
  ESO439-018              |  174.502068 |  -32.32469 |     8719 | 76.2344414577833 |   38.1 | Sbc   |
  SDSSJ113806.57+315053.4 |  174.527409 |   31.84814 |   665579 | 92.9290093786075 |   41.3 |       |
  NGC3773                 | 174.5542695 |   12.11216 |     1054 | 73.6463516054073 |   44.1 | S0    |
  PGC036045               | 174.5838795 |  -13.04973 |     5075 | 65.6373871651568 |   44.1 | SABc  |
  NGC3778                 | 174.5892045 |  -50.71540 |     4144 | 72.6358787618945 |   43.2 | E-SO  |
  PGC036049               |  174.590019 |  -16.44195 |     3752 |  62.251709596865 |   45.2 | SABa  |
  NGC3774                 | 174.6260835 |   -8.97606 |     6116 |  66.397431558559 |   55.6 | Sb    |
  UGC06608                | 174.6385785 |   -1.18448 |     6246 | 62.1085279549837 |   52.5 | SABa  |
  ESO320-015              |  174.645096 |  -42.01523 |     9346 | 60.5551659840007 |   45.0 | Sab   |
  PGC036081               | 174.6966975 |  -33.16834 |    10544 | 76.0591198013849 |   53.5 | S0-a  |
  ESO504-008              | 174.7854645 |  -23.30235 |     8098 | 65.4864183174904 |   46.5 | Sbc   |
  ESO216-027              |  174.791709 |  -50.66894 |     3333 | 64.1432992326116 |    9.4 | SBb   |
  ESO216-028              | 174.7983825 |  -49.41462 |     5365 | 75.7096435965858 |   28.1 | Sbc   |
  UGC06614                |  174.811899 |   17.14357 |     6453 | 78.7319994735961 |   29.8 | Sa    |
  NGC3791                 |  174.924339 |   -9.36740 |     5489 | 80.5659015604232 |   56.8 | S0    |
  ESO378-015              |   174.95322 |  -36.47162 |     3730 | 62.8277101237661 |   57.3 | Sbc   |
  ESO170-010              | 175.0212555 |  -54.39705 |     4335 | 61.1154855647233 |   29.1 | SBb   |
  PGC036207               |  175.079913 |  -42.22356 |     9684 | 71.6392898860756 |   25.9 | E-SO  |
  PGC036268               |  175.168158 |   89.08485 |       -  | 71.9699575568027 |   24.4 | Sbc   |
