                  objname |  al2000*15. |     de2000 |     vvir |     6.*10^logd25 |   incl |  type |
  PGC010694               |  42.3262695 |   -8.17491 |     8894 | 63.7017367891317 |   46.9 | Sc    |
  NGC1107                 |  42.3317085 |    8.09261 |     3394 | 112.759021636273 |   39.3 | S0    |
  PGC010682               |   42.343104 |   -2.65454 |     1007 |  84.947631274334 |   55.7 | IB    |
  UGC02303                |   42.347208 |   17.66594 |     6426 | 69.3667287432316 |    0.0 | SABb  |
  UGC02311                |  42.3665415 |   -0.87303 |     7048 | 80.5659015604232 |   51.2 | Sb    |
  IC0259                  |   42.441813 |   41.05170 |     6244 | 88.9510858900738 |   38.5 | S0-a  |
  UGC02308                |   42.550833 |   47.05444 |     8432 | 87.1266851932436 |   30.5 | E?    |
  UGC02314                |  42.5814165 |   47.51111 |       -  |   76.58631911076 |    0.0 | I     |
  ESO416-034              |   42.608208 |  -31.55819 |     6857 | 79.0954051818188 |   50.4 | S0-a  |
  ESO416-035              |  42.6323745 |  -31.39467 |     6393 | 63.5552200215887 |   33.8 | S0-a  |
  ESO416-036              |      42.648 |  -31.52014 |     6923 | 63.4090576541091 |   46.0 | SBb   |
  NGC1106                 |  42.6692085 |   41.67159 |     4472 | 109.433751511165 |    0.0 | S0    |
  NGC1136                 |  42.7235835 |  -54.97586 |     5321 | 86.1293552206461 |   36.3 | Sa    |
  PGC010813               |  42.7689225 |    4.45353 |      962 | 99.5752210060189 |   58.6 | Sc    |
  PGC010816               |  42.7768335 |  -14.72289 |     8407 | 66.8576797966383 |   59.0 | Sab   |
  UGC02336                |   42.799584 |    8.07575 |     6590 | 80.0112859297994 |   54.7 | SBc   |
  UGC02340                |  42.8788755 |   13.57494 |    10044 | 60.2769438428993 |   57.5 | Sc    |
  UGC02334                |   42.893895 |   40.73146 |     9030 | 63.7017367891317 |   12.3 | Sa    |
  NGC1124                 |     42.8997 |  -25.70183 |     6564 |  66.092366990216 |   54.2 | S0-a  |
  ESO247-008              |  42.9271605 |  -42.75073 |     5279 | 78.3702634414875 |   51.4 | E-SO  |
  UGC02342                |   43.082583 |   44.06547 |     9539 | 66.8576797966383 |   28.8 | E     |
  ESO116-001              |  43.0887345 |  -57.94806 |     8595 | 93.5731413340291 |   56.8 | SBbc  |
  ESO416-040              |  43.1127615 |  -30.77639 |     6593 | 65.4864183174904 |   52.6 | Sb    |
  UGC02351                |   43.184958 |   46.93817 |     8578 | 79.0954051818188 |   44.5 | Sb    |
  PGC010917               |  43.3842495 |   12.64531 |       -  | 72.1358732052396 |    0.0 | E?    |
  ESO003-013              |  43.3980255 |  -83.14239 |     4588 | 78.1900084241251 |   42.8 | S0    |
  ESO031-004              |  43.4777085 |  -72.75758 |     7762 | 73.8161319220342 |   41.5 | SABb  |
  NGC1137                 |  43.5114165 |    2.96211 |     2983 |  65.788685989933 |   59.5 | Sb    |
  PGC010947               |   43.562703 |   -8.48005 |     5228 | 63.9957668522274 |   34.9 | E     |
  IC1866                  |   43.720815 |  -15.65258 |     8866 | 60.6947665891908 |   45.8 | E-SO  |
  PGC010989               |   43.725513 |   -6.37330 |     5389 |  94.656666204771 |   46.5 | Sa    |
  PGC010994               |  43.7388015 |  -17.05104 |     2904 | 62.1085279549837 |   35.8 | SBc   |
  IC1865                  |   43.834041 |    8.82811 |     7974 | 78.0101680011491 |   40.4 | Sbc   |
  ESO480-014              |  43.8569535 |  -23.04723 |    10423 | 60.8346890220673 |   53.5 | Sb    |
  ESO417-003              |   43.918479 |  -27.42313 |     5080 | 118.345352472449 |   46.0 | SABc  |
  UGC02358                |   43.927422 |   75.15433 |     4555 | 61.5391208453397 |   57.0 | Sb    |
  IC0270                  |    43.93425 |  -14.20772 |     8568 | 108.181074904063 |   44.7 | E-SO  |
  UGC02399                |   43.945458 |    6.21758 |     7960 | 79.2777474519079 |    7.4 | SABc  |
  IC1867                  |  43.9677495 |    9.31175 |     7592 | 90.3964184131213 |   42.0 | S?    |
  UGC02406                |   44.036313 |   15.79237 |    10161 | 60.9749172875756 |   56.6 | SABa  |
  PGC011090               |  44.0455965 |  -15.39722 |     8734 | 73.4769819595588 |   51.7 | SBb   |
  ESO417-006              |  44.0897085 |  -32.18558 |     4676 | 75.0155423072468 |   34.0 | S0-a  |
  NGC1138                 |   44.151819 |   43.04741 |     2475 | 103.550270790759 |   35.2 | S0    |
  UGC02410                |  44.1605925 |   41.33328 |     4765 | 62.6832208614854 |   43.4 | Sbc   |
  UGC02419                |  44.1799155 |    7.33352 |     8109 | 69.2072012442476 |   33.1 | SBa   |
  NGC1150                 |   44.255667 |  -15.04822 |     8783 | 63.7017367891317 |   59.0 | S0    |
  NGC1148                 |  44.2682685 |   -7.68568 |     5082 | 78.3702634414875 |   60.0 | SBcd  |
  PGC213124               |  44.2783755 |   50.53736 |     4259 | 67.3210998665425 |   41.9 | S0    |
  PGC197826               |  44.3410845 |   41.93871 |     4574 |  65.788685989933 |   56.5 | Sab   |
  ESO356-020              |    44.35368 |  -35.56979 |     7198 | 85.1434415790158 |   57.4 | Sab   |
  UGC02433                |  44.3735415 |   10.45725 |     7579 | 69.6869260120192 |   56.2 | Sab   |
  NGC1154                 |    44.53203 |  -10.36331 |     4528 | 60.9749172875756 |   55.8 | Sc    |
  NGC1153                 |  44.5429575 |    3.36185 |     3010 | 73.8161319220342 |   53.8 | S0-a  |
  NGC1155                 |  44.5548255 |  -10.35061 |     4509 | 66.2447145757031 |   44.1 | S0    |
  UGC02442                |   44.648181 |   25.27998 |    10509 | 62.9725497293302 |   26.4 | S?    |
  NGC1162                 |   44.733375 |  -12.39853 |     3804 | 95.3127994740945 |   31.6 | E     |
  PGC011287               |  44.7546675 |   42.34595 |     5092 | 64.2911540789165 |   33.9 | S0    |
  PGC2246289              |  44.7613335 |   44.52900 |    10192 | 61.3975781886058 |   38.4 | E-SO  |
  IC0277                  |  44.9608335 |    2.77133 |     2791 | 60.2769438428993 |   29.7 | SBbc  |
  UGC02469                |  45.0856245 |    5.71236 |     8573 | 69.0480216688057 |   22.4 | S0    |
  PGC011365               |  45.1275255 |  -11.41579 |     8836 | 73.6463516054073 |   55.8 | Sa    |
  PGC011367               |  45.1321575 |  -15.73617 |     1422 | 97.7577647490656 |   32.3 | Scd   |
  ESO546-037              |   45.177168 |  -22.14065 |     4171 | 60.2769438428993 |   54.9 | SBbc  |
  UGC02468                |   45.190791 |   44.45197 |     9196 | 114.064708317319 |   58.5 | S0-a  |
  PGC011389               |   45.232917 |   44.35039 |     9881 | 82.8230531480857 |   42.3 | E     |
  ESO417-011              |  45.3129735 |  -28.46772 |     6175 | 90.3964184131213 |   59.5 | S0-a  |
  NGC1167                 |  45.4265265 |   35.20573 |     5056 | 109.182049119053 |   49.0 | S0    |
  NGC1164                 |  45.4994025 |   42.58501 |     4312 | 70.9824858616729 |   40.1 | Sab   |
  ESO300-005              |   45.510387 |  -39.99219 |     5766 | 67.6318544991969 |   40.0 | Sab   |
  UGC02495                |   45.527925 |   41.59361 |     9268 | 66.8576797966383 |   47.8 | S0    |
  ESO154-028              |   45.533046 |  -54.41043 |     7183 | 60.9749172875756 |   44.5 | SABc  |
  UGC02499                |    45.64665 |   39.79140 |     5120 | 75.1884790820799 |   25.1 | I     |
  UGC02500                |  45.6844275 |   41.62530 |     5109 | 60.6947665891908 |   56.3 | SBa   |
  UGC02506                |   45.880209 |   27.68667 |    10998 | 70.1699568354359 |   49.7 | S0    |
  NGC1196                 |   45.896583 |  -12.07636 |     3254 | 92.5020194581591 |   26.8 | S0    |
  IC1876                  |   46.134651 |  -27.46039 |     6350 | 69.5266430487291 |   15.9 | S0    |
  ESO357-002              |    46.20975 |  -36.27470 |       -  | 67.0117914823311 |   40.0 |       |
  PGC011637               |   46.362984 |   -5.74578 |     8343 |  94.656666204771 |   51.6 | S0-a  |
  ESO480-030              |   46.470534 |  -27.23095 |     6195 | 67.9440249273205 |   58.8 | Sbc   |
  NGC1217                 |   46.525167 |  -39.03646 |     6004 | 112.759021636273 |   49.6 | Sa    |
  PGC011669               |  46.7165835 |   42.52308 |     5480 | 73.8161319220342 |   55.1 | S0    |
  NGC1211                 |   46.718373 |   -0.79444 |     3130 | 89.5676696885003 |   55.9 | S0-a  |
  NGC1215                 |  46.7893335 |   -9.59261 |     4709 | 100.496567265217 |   46.6 | Sab   |
  ESO417-018              |  46.8051105 |  -31.40073 |     4539 | 113.802354522967 |   50.7 | SABc  |
  ESO082-010              |  46.9197495 |  -66.66802 |     5462 | 68.4149937137145 |   54.0 | SABc  |
  IC1886                  |  47.0135835 |   -4.39981 |     8561 | 66.7039042228002 |   44.1 | S0    |
  NGC1229                 |   47.045055 |  -22.96031 |    10642 | 61.3975781886058 |   56.4 | SBbc  |
  NGC1223                 |   47.083041 |   -4.13833 |     8542 | 80.3805964798114 |   21.2 | E     |
  NGC1218                 |   47.109333 |    4.11078 |     8604 | 80.9377720668364 |   41.4 | S0-a  |
  NGC1219                 |   47.116458 |    2.10856 |     6060 | 70.8192424934712 |   29.5 | Sc    |
  PGC011751               |   47.118468 |   -7.81910 |     3568 | 66.5504823394758 |   27.0 | SBd   |
  UGC02552                |   47.168916 |   42.87217 |     9190 | 60.1383207555508 |   46.1 | Sc    |
  PGC138604               |   47.185041 |   65.66208 |     2694 | 80.3805964798114 |    0.0 | E     |
  ESO357-005              |  47.2068495 |  -35.23580 |     4241 | 68.8892082133164 |   34.5 | SBcd  |
  UGC02554                |  47.2280985 |   41.46687 |     2971 | 65.3357967047452 |   57.7 | S0    |
  UGC02519                |  47.3302485 |   80.13107 |     2643 | 84.5573373750344 |   53.1 | SABc  |
  PGC011797               |    47.35125 |   16.11558 |     9887 | 64.2911540789165 |   56.4 | E     |
  IC1895                  |  47.4009165 |  -25.25358 |     3652 | 83.9752447020325 |   45.8 | S0-a  |
  UGC02562                |  47.4890835 |   42.11747 |     9327 | 66.2447145757031 |   53.1 | S0    |
  ESO417-019              |   47.491983 |  -31.13982 |     4488 | 64.1432992326116 |   45.6 | Sb    |
  IC1890                  |  47.4935415 |   19.20814 |    10251 | 60.9749172875756 |    0.0 | S0    |
  PGC2206500              |     47.6127 |   42.80220 |       -  | 67.3210998665425 |   56.2 |       |
  NGC1238                 |  47.7193755 |  -10.74794 |     4826 | 91.6539667145153 |   49.9 | E     |
  NGC1239                 |  47.7237915 |   -2.55322 |     8555 | 73.9862833325593 |   59.8 | S0    |
  IC0293                  |  47.7339585 |   41.13708 |     4840 | 62.8277101237661 |   50.0 | S0-a  |
  IC0294                  |   47.762958 |   40.62208 |     5142 | 89.5676696885003 |   41.9 | S0-a  |
  NGC1224                 |   47.806458 |   41.36372 |     5366 |  81.311359027368 |   50.3 | E-SO  |
  UGC02585                |   47.947875 |   -0.40297 |     6813 | 84.3628518183023 |   42.5 | Sb    |
  ESO481-009              |     48.0762 |  -24.62046 |    12093 | 66.7039042228002 |   44.8 | Sab   |
  NGC1248                 |   48.202407 |   -5.22471 |     2134 | 72.8033295890685 |   34.2 | S0    |
  ESO417-020              |   48.202704 |  -31.48620 |     3764 | 81.6866703647081 |   51.1 | SABc  |
  PGC127958               |   48.209238 |  -58.15805 |     9629 | 61.2563610861437 |   46.4 | Sbc   |
  IC0302                  |   48.213666 |    4.70697 |     5853 | 110.192315361259 |   50.9 | Sbc   |
  ESO547-020              |  48.2403045 |  -17.92987 |     1835 | 61.1154855647233 |   50.6 | SBm   |
  UGC02590                |   48.263403 |   42.45731 |     4854 | 64.4393674290403 |   46.8 | E?    |
  PGC012014               |   48.428304 |  -38.29717 |    23729 | 67.0117914823311 |   49.8 | S0    |
  NGC1258                 |   48.522966 |  -21.77426 |     1319 | 84.7522480246441 |   43.7 | SABc  |
  UGC02607                |  48.5371275 |   -1.63636 |     8328 | 73.4769819595588 |   43.8 | Sb    |
  UGC02602                |  48.5419995 |   16.48542 |    10105 | 78.1900084241251 |   13.8 | Sc    |
  PGC130268               |  48.5905185 |  -45.42040 |    21609 | 73.8161319220342 |   56.7 | S?    |
  NGC1253A                |   48.598965 |   -2.80037 |     1738 | 60.6947665891908 |   56.4 | SBm   |
  IC0301                  |    48.69879 |   42.22262 |     5006 | 75.5355288543923 |   38.8 | E     |
  IC0304                  |   48.755667 |   37.88178 |     5070 | 63.4090576541091 |   54.8 | Sb    |
  IC1908                  |  48.7713225 |  -54.81891 |     8020 | 73.6463516054073 |   59.4 | SBb   |
  UGC02622                |   48.975375 |    9.15958 |     7827 |  74.670881625413 |   53.5 | SBb   |
  NGC1266                 |   49.003242 |   -2.42735 |     2096 | 88.5423980239359 |   58.2 | S0    |
  IC0309                  |  49.0262085 |   40.80447 |     4806 | 60.9749172875756 |   22.8 | S0    |
  UGC02619                |   49.065834 |   41.18075 |     6421 | 69.3667287432316 |   42.3 | S0    |
  PGC012169               |  49.1637285 |  -43.85463 |    18343 | 62.8277101237661 |   55.0 | Sbc   |
  IC0310                  |   49.179138 |   41.32482 |     5781 | 89.7741295088419 |   21.6 | S0    |
  IC0311                  |   49.194576 |   40.00365 |     4380 | 60.1383207555508 |    0.0 | Sb    |
  ESO357-012              |  49.2221895 |  -35.54142 |     1342 | 104.268052014602 |   41.9 | Scd   |
  UGC02627                |  49.2447495 |   31.56728 |     4304 | 82.8230531480857 |   30.9 | Sc    |
  ESO481-017              |  49.2685005 |  -22.86664 |     3743 | 108.430439941322 |   25.3 | SBab  |
  ESO155-014              |   49.383708 |  -54.35794 |     8282 | 70.6563551529841 |   29.7 | S0    |
  UGC02649                |  49.4019585 |   -1.81869 |     8179 | 68.1006407154566 |   39.8 | S0    |
  NGC1284                 |  49.4397495 |  -10.28908 |     8635 |  111.98278858132 |   59.2 | S0    |
  PGC3104038              |   49.470582 |   -7.30038 |     5003 | 62.8277101237661 |   51.3 |       |
  NGC1285                 |   49.472535 |   -7.29778 |     5130 | 95.3127994740945 |   59.4 | SBb   |
  NGC1264                 |   49.498182 |   41.52028 |     3455 | 60.1383207555508 |   29.1 | SBab  |
  NGC1265                 |  49.5653235 |   41.85757 |     7668 | 114.064708317319 |   40.3 | E     |
  NGC1267                 |  49.6873755 |   41.46781 |     5241 | 67.3210998665425 |   52.2 | E     |
  NGC1270                 |  49.7423475 |   41.47000 |     5101 |  63.263214061317 |   31.0 | E     |
  PGC127984               |  49.7889585 |  -61.51439 |     6139 | 78.7319994735961 |   55.4 | S0    |
  UGC02603                |   49.807107 |   81.34618 |     2786 | 94.0050755599883 |   36.8 | I     |
  PGC012379               |   49.823715 |  -12.10283 |     4476 | 73.8161319220342 |   52.1 | Sc    |
  IC1914                  |    49.85553 |  -49.59976 |      765 | 116.990665709414 |   42.9 | SABc  |
  UGC02664                |     49.8768 |   40.74150 |     6194 | 64.4393674290403 |   49.3 | I     |
  UGC02668                |   49.939542 |   40.47561 |       -  | 69.0480216688057 |    0.0 | I     |
  PGC012437               |   49.970667 |   41.30228 |     3840 | 64.2911540789165 |   56.8 | S0    |
  NGC1278                 |   49.975728 |   41.56319 |     6197 | 85.7336318627497 |   33.4 | E     |
  UGC02673                |   50.006871 |   41.25117 |     4529 |  84.947631274334 |   52.0 | S0    |
  NGC1299                 |  50.0398695 |   -6.26220 |     2208 | 72.3021515004541 |   59.6 | SBb   |
  NGC1282                 |   50.050773 |   41.36694 |     2340 | 83.5894184558179 |   59.8 | E     |
  NGC1298                 |  50.0545005 |   -2.11417 |     6458 | 62.1085279549837 |   36.6 | E     |
  UGC02620                |   50.071875 |   80.24628 |     2510 | 63.1177059151368 |   43.6 | Sm    |
  ESO481-022              |   50.168091 |  -22.93147 |    10518 | 69.6869260120192 |   54.6 | Sa    |
  NGC1303                 |  50.1700725 |   -7.39442 |     5366 | 67.0117914823311 |   52.5 | S0    |
  UGC02685                |  50.2179525 |   38.25360 |     5157 | 85.3397266651725 |   59.7 | Sb    |
  NGC1306                 |  50.2626435 |  -25.51250 |     1261 | 65.9403516691467 |   57.6 | Sb    |
  UGC02688                |  50.3329305 |   41.93197 |     3145 | 62.9725497293302 |   49.4 | E?    |
  NGC1305                 |   50.345667 |   -2.31686 |     6136 | 80.0112859297994 |   57.2 | E-SO  |
  UGC02689                |     50.3655 |   40.80164 |       -  | 66.5504823394758 |   47.7 | S0    |
  NGC1294                 |  50.4164625 |   41.36027 |     6762 | 82.8230531480857 |   47.2 | E-SO  |
  PGC012612               |   50.485158 |  -51.32658 |    20771 | 65.3357967047452 |   52.3 | Sb    |
  UGC02698                |  50.5122855 |   40.86383 |     6548 | 68.4149937137145 |   42.6 | E     |
  NGC1308                 |   50.618916 |   -2.75708 |     6259 | 68.7307789015647 |   45.1 | S0-a  |
  NGC1314                 |   50.671542 |   -4.18653 |     3837 | 87.9328721951937 |   27.8 | Scd   |
  UGC02702                |   50.730417 |   37.03325 |     4899 | 92.9290093786075 |   30.4 | S?    |
  ESO248-014              |  50.7557175 |  -42.60328 |     9351 | 60.8346890220673 |   52.0 | SBab  |
  NGC1315                 |  50.7774615 |  -21.37525 |     1435 | 97.3086143887982 |   38.1 | S0-a  |
  NGC1316A                |   50.908026 |  -36.90396 |    12018 | 62.5390467249118 |   59.3 | Sb    |
  UGC02712                |  50.9431665 |    6.56186 |     7050 | 83.5894184558179 |    0.0 | SBd   |
  UGC02708                |  50.9536005 |   40.55780 |     5519 | 64.7368021965369 |   23.8 | S0    |
  ESO301-011              |   50.975919 |  -37.51014 |     1163 | 77.2949756475874 |   40.0 | IAB   |
  UGC02710                |   50.993583 |   37.75564 |     5652 | 86.3279131787998 |   29.9 | S0    |
  IC0321                  |   51.123426 |  -14.98550 |     9177 |  61.823168855599 |   30.7 | E     |
  NGC1325A                |  51.2019285 |  -21.33615 |     1158 | 114.064708317319 |   20.8 | Scd   |
  NGC1322                 |      51.228 |   -2.91922 |     6015 | 67.0117914823311 |   56.0 | E-SO  |
  ESO481-027              |  51.4358745 |  -26.38808 |    12747 | 63.8485738027402 |   49.7 | S0    |
  IC0320                  |  51.4964925 |   40.78870 |     7116 | 67.1662768428085 |   36.9 | Sab   |
  NGC1329                 |   51.510903 |  -17.59151 |     4211 | 95.0936019885456 |   39.0 | Sa    |
  NGC1336                 |   51.634146 |  -35.71366 |     1190 | 118.345352472449 |   55.8 | E-SO  |
  UGC02740                |   51.689625 |    7.71447 |     7248 | 75.7096435965858 |   55.6 | Sb    |
  ESO358-005              |   51.818826 |  -33.48584 |     1403 | 88.9510858900738 |   51.5 | SABm  |
  NGC1341                 |   51.993225 |  -37.15006 |     1624 | 85.3397266651725 |   43.8 | Sa    |
  NGC1338                 |    52.22748 |  -12.15334 |     2339 | 78.3702634414875 |   18.4 | SABb  |
  NGC1345                 |   52.381971 |  -17.77839 |     1368 | 80.5659015604232 |   35.6 | Sc    |
  NGC1347                 |  52.4240505 |  -22.27923 |     1581 | 85.5364642563528 |   26.8 | Sc    |
  PGC012995               |  52.4607285 |  -52.57988 |    19028 | 64.2911540789165 |   50.7 | S0    |
  PGC013007               |  52.4823345 |  -28.76778 |    11239 | 70.1699568354359 |   46.8 | SABa  |
  PGC013014               |   52.580166 |   -4.24258 |     8291 | 60.5551659840007 |   41.6 | Sc    |
  IC0326                  |   52.652583 |  -14.42553 |    10042 | 67.6318544991969 |   51.8 | E-SO  |
  NGC1356                 |   52.669833 |  -50.30961 |    11298 | 70.4938618102952 |   30.5 | Sbc   |
  ESO548-029              |   52.696539 |  -21.05824 |     1137 | 75.3617938499759 |   50.2 | SABb  |
  IC1949                  |   52.720125 |  -47.97925 |     6837 | 70.9824858616729 |   43.9 | SBc   |
  UGC02766                |  52.7365005 |   40.80822 |     6456 | 62.6832208614854 |   23.9 | S0    |
  PGC013061               |   52.785297 |   39.62917 |     6713 |  66.397431558559 |   50.7 | SABb  |
  PGC013065               |  52.8000825 |   43.90433 |       -  | 64.1432992326116 |   43.0 |       |
  UGC02770                |  52.8264585 |   35.46631 |     4582 |  66.092366990216 |   54.5 | SBb   |
  PGC013084               |   52.853328 |  -35.33108 |     1081 | 73.6463516054073 |   53.2 | S0    |
  ESO418-008              |  52.8775785 |  -30.21320 |      984 | 71.9699575568027 |   49.6 | SABd  |
  NGC1352                 |  52.8874185 |  -19.27844 |     4194 | 69.0480216688057 |   59.3 | S0    |
  ESO482-002              |   52.909932 |  -25.00803 |     6295 | 67.7877507123935 |   43.9 | Sbc   |
  PGC013097               |  52.9485405 |  -35.05186 |       -  | 69.8475593105592 |   49.6 | S0    |
  UGC02775                |   53.023458 |   41.59142 |     4530 | 62.8277101237661 |   54.8 | SABc  |
  UGC02773                |  53.0303295 |   47.79406 |      376 | 64.4393674290403 |   43.0 | IAB   |
  ESO548-034              |  53.2400205 |  -21.08947 |     1512 | 72.6358787618945 |   32.4 | SABc  |
  ESO358-015              |  53.2780305 |  -34.80702 |     1161 | 63.9957668522274 |   39.9 | SBm   |
  PGC213228               |   53.344458 |   40.35686 |     9117 | 67.3210998665425 |    0.0 | E?    |
  ESO548-035              |  53.3723325 |  -18.14669 |     4062 | 82.8230531480857 |   23.4 | SABc  |
  PGC129460               |  53.4005925 |  -50.56716 |       -  | 79.0954051818188 |   44.5 |       |
  PGC013186               |  53.4308625 |  -35.85921 |       -  | 72.4688329708456 |   50.2 | E     |
  NGC1359                 |   53.448912 |  -19.49200 |     1803 | 87.5288625359385 |   37.6 | Sm    |
  ESO548-040              |   53.463897 |  -21.45552 |     3882 | 88.7464945204978 |   52.4 | Scd   |
  NGC1362                 |  53.4711825 |  -20.28253 |     1004 | 77.8307625827011 |   29.4 | S0    |
  UGC02786                |   53.551635 |    2.97344 |     5708 | 61.6809728760769 |   44.6 | SBcd  |
  ESO418-011              |   53.570025 |  -30.73254 |    11260 | 97.9831302137496 |   46.9 | Sb    |
  UGC02784                |    53.58072 |   39.54554 |     6219 | 69.8475593105592 |   47.0 | S0    |
  PGC013230               |   53.622951 |  -35.54649 |      976 | 75.8841805149985 |   45.6 | S0    |
  PGC013229               |   53.633616 |   -4.81085 |     6000 | 67.0117914823311 |   38.0 | Sbc   |
  NGC1373                 |  53.7466365 |  -35.17110 |     1106 | 71.8044235215795 |   22.3 | E     |
  ESO358-022              |  53.8346685 |  -32.60226 |      973 | 90.8136639381157 |   32.0 | S0    |
  UGC02767                |     53.8887 |   80.08560 |     2475 | 82.2528992869332 |   23.6 | Sm    |
  UGC02794                |  54.1157085 |   48.50489 |     5982 | 73.6463516054073 |    5.8 | Sbc   |
  PGC013343               |   54.226194 |  -35.37464 |     1481 | 64.2911540789165 |   26.3 | E-SO  |
  NGC1376                 |  54.2746665 |   -5.04275 |     4050 | 111.468281012902 |   15.0 | Sc    |
  ESO249-008              |   54.328584 |  -43.58614 |     1002 | 73.9862833325593 |   52.3 | Sa    |
  ESO200-054              |   54.392292 |  -51.18922 |     2034 |  66.092366990216 |   33.1 | Sc    |
  PGC013375               |  54.4097415 |  -15.71215 |       -  | 72.1358732052396 |   40.8 | SABd  |
  UGC02802                |  54.4617495 |    4.94881 |     9605 |  63.263214061317 |   53.9 | Sb    |
  PGC013407               |  54.5674035 |   -5.65591 |       -  | 61.6809728760769 |   51.4 | SBc   |
  PGC013421               |   54.637521 |   -5.46724 |     6034 | 77.6517484407983 |   36.2 | SABc  |
  NGC1393                 |  54.6607155 |  -18.42791 |     1920 | 112.759021636273 |   59.9 | S0    |
  NGC1403                 |   54.795291 |  -22.38858 |     1694 | 91.0230208482866 |   34.2 | E-SO  |
  PGC013447               |  54.7984035 |  -33.53086 |       -  | 77.6517484407983 |   50.5 |       |
  PGC2797734              |    54.81195 |   55.99250 |       -  | 61.1154855647233 |   57.6 |       |
  PGC013473               |     54.9045 |   41.08356 |     4865 | 63.5552200215887 |   57.8 | SBb   |
  PGC087438               |  55.1121825 |  -28.67723 |    20148 | 65.6373871651568 |   55.3 | E?    |
  NGC1419                 |   55.175571 |  -37.51088 |     1897 | 88.5423980239359 |   37.6 | E     |
  ESO482-035              |   55.310703 |  -23.83881 |     1701 | 116.721614124551 |   52.2 | Sab   |
  ESO548-075              |   55.344333 |  -17.75747 |     7003 | 89.3616601493482 |   38.5 | SBc   |
  ESO548-076              |   55.382586 |  -19.90505 |     1312 |  70.008582096846 |   50.6 | S0    |
  UGC02818                |  55.4349225 |   39.33731 |     6678 | 60.6947665891908 |   46.7 | Sbc   |
  IC0346                  |  55.4360835 |  -18.26706 |     1868 | 116.990665709414 |   46.2 | S0-a  |
  PGC130314               |  55.4725455 |  -47.21812 |       -  | 87.1266851932436 |   39.6 | Sc    |
  ESO548-079              |  55.4836815 |  -18.89523 |     1877 | 76.7628770694975 |   37.0 | Sab   |
  ESO548-080              |   55.512954 |  -18.48369 |    12069 | 83.7820979837867 |   59.3 | Sc    |
  NGC1418                 |  55.5672915 |   -4.73069 |     4102 | 68.2576362500775 |   58.3 | SBb   |
  IC0347                  |   55.636083 |   -4.29864 |     4323 | 82.0637365637493 |   49.2 | S0    |
  NGC1423                 |   55.667148 |   -6.38187 |     6245 | 60.2769438428993 |   52.4 | SABa  |
  PGC013635               |    55.68915 |  -33.92020 |     1020 | 75.3617938499759 |   50.4 | E     |
  ESO358-054              |   55.760175 |  -36.27321 |      660 | 99.1177203000303 |   48.0 | SABd  |
  PGC013679               |  55.8742185 |  -53.69174 |    18479 | 64.2911540789165 |   40.2 | E     |
  UGC02826                |   55.939791 |   68.30131 |     1546 | 72.1358732052396 |   55.9 | Sc    |
  UGC02836                |  55.9869585 |   39.29517 |     5169 | 67.7877507123935 |   45.6 | E-SO  |
  PGC013714               |   56.001315 |   -4.02779 |     4235 | 65.4864183174904 |   19.5 | Scd   |
  UGC02827                |     56.0016 |   69.32350 |     1766 | 63.4090576541091 |   40.6 | SBb   |
  IC0350                  |   56.152629 |  -11.80089 |     9154 | 66.2447145757031 |   49.5 | S0-a  |
  IC1997                  |  56.2157505 |  -59.13794 |     5207 | 60.8346890220673 |   49.7 | Sa    |
  UGC02844                |  56.2435005 |   45.96750 |     5031 | 67.7877507123935 |   58.1 | E     |
  ESO358-059              |   56.264994 |  -35.97270 |      810 | 82.4425206731934 |   41.9 | E-SO  |
  PGC013761               |  56.3243745 |  -51.99731 |     3027 | 67.3210998665425 |   51.0 | S0    |
  PGC013771               |   56.362554 |   -7.47757 |    10355 | 60.9749172875756 |   30.5 |       |
  ESO083-010              |  56.4190755 |  -64.30091 |     5282 | 63.4090576541091 |   42.2 | Sc    |
  PGC3097268              |    56.45085 |  -63.32570 |       -  | 62.3952041951282 |   41.1 |       |
  NGC1460                 |  56.5571535 |  -36.69640 |     1107 | 115.120122417864 |   37.1 | S0    |
  NGC1463                 |   56.564208 |  -59.81017 |     5978 | 75.3617938499759 |   32.0 | Sa    |
  NGC1459                 |  56.7412695 |  -25.52176 |     3972 | 108.930925653399 |   50.9 | SBbc  |
  UGC02857                |   56.742708 |   38.63433 |     6555 | 69.8475593105592 |   50.6 | SBb   |
  ESO302-007              |  56.7762255 |  -37.37787 |     5507 |  66.397431558559 |   51.7 | SABc  |
  UGC02862                |  56.9123745 |   13.25594 |     6685 | 74.1568473094084 |   56.5 | Sa    |
  PGC013860               |   56.915331 |   -4.35230 |     4094 | 74.8430032945237 |   54.7 | Sd    |
  PGC128686               |  56.9988465 |  -53.74504 |       -  | 76.9398420554059 |   48.1 |       |
  UGC02863                |  57.0834585 |   41.93539 |     5215 | 67.7877507123935 |   10.5 | Sb    |
  PGC220301               |   57.381306 |  -83.96404 |       -  |  65.788685989933 |   50.9 |       |
  ESO004-006              |    57.39963 |  -83.96224 |     4721 | 62.6832208614854 |   48.0 | Sm    |
  UGC02866                |  57.5619585 |   70.09469 |     1571 | 63.1177059151368 |   36.7 | Sc    |
  ESO302-012              |   57.627639 |  -39.37639 |     5057 | 74.3278044952267 |   41.2 | SBcd  |
