# Program   Filename    Redshift    Galaxy  Type    Sigma   Priority    Run_Id
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_2MASXJ03240213-03450.fits  0.0200  2MASXJ03240213-03450    's' /home/ec2-user/galaxies/POGSSNR_PS1only_2MASXJ03240213-03450.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_2MASXJ03261791-04440.fits  0.0210  2MASXJ03261791-04440    's' /home/ec2-user/galaxies/POGSSNR_PS1only_2MASXJ03261791-04440.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_2MASXJ03373728-29030.fits  0.0700  2MASXJ03373728-29030    'e' /home/ec2-user/galaxies/POGSSNR_PS1only_2MASXJ03373728-29030.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_2MASXJ03381629-05392.fits  0.0920  2MASXJ03381629-05392    's' /home/ec2-user/galaxies/POGSSNR_PS1only_2MASXJ03381629-05392.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_2MASXJ03492533-18333.fits  0.0640  2MASXJ03492533-18333    's' /home/ec2-user/galaxies/POGSSNR_PS1only_2MASXJ03492533-18333.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_2MASXJ03510296-20082.fits  0.0400  2MASXJ03510296-20082    's' /home/ec2-user/galaxies/POGSSNR_PS1only_2MASXJ03510296-20082.fits   0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_AM0334-254NED01.fits   0.0490  AM0334-254NED01 'e' /home/ec2-user/galaxies/POGSSNR_PS1only_AM0334-254NED01.fits    0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_CGCG390-078.fits   0.0330  CGCG390-078 's' /home/ec2-user/galaxies/POGSSNR_PS1only_CGCG390-078.fits    0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_ESO418-G002.fits   0.0300  ESO418-G002 's' /home/ec2-user/galaxies/POGSSNR_PS1only_ESO418-G002.fits    0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_ESO418-G006.fits   0.0380  ESO418-G006 's' /home/ec2-user/galaxies/POGSSNR_PS1only_ESO418-G006.fits    0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_ESO418-G007.fits   0.0380  ESO418-G007 's' /home/ec2-user/galaxies/POGSSNR_PS1only_ESO418-G007.fits    0   1
./register_fits_file.py /home/ec2-user/galaxies/POGS_PS1only_ESO418-G007.fits   0.0380  ESO418-G007 's' /home/ec2-user/galaxies/POGSSNR_PS1only_ESO418-G007.fits    0   1
