starformhist_cb07_z0.0000.lbr 1 255f6c87feb1f6f86b9559a5abc85f7b 0.000 15022160
starformhist_cb07_z0.0100.lbr 1 8527e99c2dd0be5cae84e8c7a8625d57 0.010 14843968
starformhist_cb07_z0.0200.lbr 1 0815edac58794be020336bb3b1cfb258 0.020 14679923
starformhist_cb07_z0.0300.lbr 1 a25d5409f7b39f941328dad7af6d7e61 0.030 14529724
starformhist_cb07_z0.0400.lbr 1 f45a333a544c5c70a3d51609da057ef0 0.040 14388555
starformhist_cb07_z0.0500.lbr 1 2350d95b27d473f11c4f31dfd6383b76 0.050 14234744
starformhist_cb07_z0.0600.lbr 1 36ffa046ea96d0e193e54d63feb90114 0.060 14093575
starformhist_cb07_z0.0700.lbr 1 042d011198a6dcd51d15743240c80518 0.070 13931637
starformhist_cb07_z0.0800.lbr 1 7529f95d607dccb08c2da3b52b2c9ee6 0.080 13811538
starformhist_cb07_z0.0900.lbr 1 b4244b55ddaaee643897fa4ccf61a267 0.090 13682409
starformhist_cb07_z0.1000.lbr 1 af131fa06b21b5e148297a55deae2ec5 0.100 13532812
infrared_dce08_z0.0000.lbr 2 05fb449b1bfdd3c3430b7dddceec8c6f 0.000 4150711
infrared_dce08_z0.0100.lbr 2 2d93881dfc60ea04d74316ee3a06f787 0.010 4150711
infrared_dce08_z0.0200.lbr 2 78a3b0f5cda6ba1c902575692e49c331 0.020 4150711
infrared_dce08_z0.0300.lbr 2 1c1ac0d240a51ac883cf62cc5b19f442 0.030 4150711
infrared_dce08_z0.0400.lbr 2 090af789b635ce8be74acf36d584273f 0.040 4150711
infrared_dce08_z0.0500.lbr 2 adb3c49d482e1a0c1ccc27083a187b0b 0.050 4150711
infrared_dce08_z0.0600.lbr 2 4b15065b44abe915db5e29f46bfe3c81 0.060 4150711
infrared_dce08_z0.0700.lbr 2 5a99a987e4e7cf9b113dc9c6d53b417e 0.070 4150711
infrared_dce08_z0.0800.lbr 2 e5dbf6ead9a879fd46f6f4bc61387c53 0.080 4150711
infrared_dce08_z0.0900.lbr 2 8ece9a58223cbfbfff443e1dfd6c701a 0.090 4150711
infrared_dce08_z0.1000.lbr 2 1796b8df876f330174af04e16182db89 0.100 4150711
